order_id,user_id,order_date,product_ids,num_items,order_total,payment_method,status,delivery_days
O0000258,U001705,2019-04-20 02:20:54,P00398×5|P00370×5|P00393×5,3,9810.0,Debit Card,Delivered,2
O0000259,U001039,2022-10-08 22:27:08,P00281×5|P00241×2,2,6231.2,PayPal,Shipped,12
O0000260,U000480,2023-01-15 10:50:13,P00146×3,1,239.73,Gift Card,Delivered,2
O0000261,U000477,2019-12-17 04:47:40,P00310×2|P00007×5|P00319×4,3,7829.36,PayPal,Cancelled,
O0000262,U001986,2020-02-01 19:13:00,P00280×3,1,3422.85,PayPal,Delivered,13
O0000263,U000342,2020-06-13 08:52:38,P00474×1|P00135×5|P00035×1|P00336×3|P00434×4,5,9361.49,Debit Card,Cancelled,
O0000264,U000946,2021-05-18 08:55:01,P00138×4,1,3156.88,Credit Card,Delivered,12
O0000265,U001212,2020-10-30 06:22:59,P00140×2|P00052×5|P00290×1,3,5620.96,PayPal,Delivered,1
O0000266,U001273,2019-11-03 22:22:01,P00316×2|P00159×3,2,4145.81,Debit Card,Returned,9
O0000267,U001950,2023-09-30 17:03:25,P00301×4|P00374×3,2,3113.8,Bank Transfer,Delivered,14
O0000268,U001912,2020-07-05 08:05:00,P00105×3|P00094×2,2,4719.09,Apple Pay,Delivered,3
O0000269,U000594,2024-11-25 20:43:34,P00427×2,1,321.24,Debit Card,Shipped,7
O0000270,U000205,2024-04-16 01:00:58,P00425×3,1,3424.95,Debit Card,Delivered,7
O0000271,U001077,2022-03-31 05:23:48,P00353×1,1,1039.25,Apple Pay,Delivered,3
O0000272,U001119,2024-07-21 04:07:33,P00356×1,1,1315.96,Debit Card,Delivered,1
O0000273,U001218,2021-01-04 14:40:09,P00406×4,1,3036.64,Gift Card,Delivered,12
O0000274,U000278,2020-09-02 19:06:07,P00185×5,1,4531.25,Google Pay,Delivered,1
O0000275,U000021,2024-02-23 09:44:47,P00244×1,1,176.32,Credit Card,Delivered,8
O0000276,U000499,2023-10-16 10:43:13,P00490×4,1,2387.12,Credit Card,Returned,4
O0000277,U001261,2019-04-18 12:30:22,P00098×2|P00386×1,2,1848.22,Debit Card,Shipped,2
O0000278,U000419,2019-05-09 04:18:13,P00195×1|P00290×4,2,2847.7,Apple Pay,Shipped,8
O0000279,U000292,2021-02-27 19:05:56,P00013×3,1,2461.2,Bank Transfer,Delivered,12
O0000280,U000835,2020-06-03 10:07:58,P00254×4|P00057×1|P00292×4,3,9139.38,Credit Card,Delivered,5
O0000281,U000628,2020-03-25 13:35:42,P00028×3,1,274.26,Gift Card,Processing,
O0000282,U000601,2022-01-25 04:15:07,P00477×4|P00463×1|P00068×2|P00095×3,4,8342.43,Bank Transfer,Delivered,3
O0000283,U000440,2024-08-25 23:12:40,P00139×3|P00387×3|P00043×4|P00073×4,4,8805.27,Google Pay,Shipped,3
O0000284,U000770,2020-07-21 09:59:44,P00107×3|P00346×3,2,5530.17,Bank Transfer,Delivered,2
O0000285,U000461,2022-12-17 15:02:44,P00241×5|P00210×1|P00041×2|P00334×3,4,10204.2,PayPal,Shipped,6
O0000286,U001695,2021-12-25 18:13:52,P00300×2|P00277×1,2,1970.73,Credit Card,Delivered,2
O0000287,U001178,2023-07-27 11:25:00,P00164×1|P00490×2,2,1946.2,Gift Card,Delivered,13
O0000288,U000881,2024-12-24 12:19:46,P00208×5|P00388×4,2,4248.47,Google Pay,Delivered,5
O0000289,U000981,2023-05-15 23:53:07,P00406×2|P00450×4,2,6122.48,Debit Card,Shipped,7
O0000290,U000121,2022-11-18 07:43:54,P00257×2|P00270×4|P00138×5|P00160×1,4,9061.24,Google Pay,Delivered,10
O0000291,U000225,2024-04-09 09:01:05,P00252×1|P00150×4,2,5497.88,Debit Card,Processing,
O0000292,U000616,2023-11-10 21:46:08,P00207×5,1,3108.15,Gift Card,Shipped,14
O0000293,U001574,2024-04-26 19:46:43,P00499×3|P00104×2|P00202×3|P00312×5,4,6704.99,Debit Card,Delivered,5
O0000294,U001045,2019-05-02 09:28:16,P00230×2,1,853.06,Credit Card,Delivered,10
O0000295,U001978,2022-09-03 05:23:50,P00164×1|P00141×2,2,2246.6,Bank Transfer,Delivered,2
O0000296,U000341,2023-03-08 13:25:17,P00373×2,1,1343.96,Bank Transfer,Shipped,14
O0000297,U000030,2019-01-05 15:06:32,P00169×2,1,2818.84,Gift Card,Cancelled,
O0000298,U000005,2023-09-01 06:23:09,P00010×3,1,600.21,Debit Card,Delivered,12
O0000299,U001463,2019-01-16 00:05:43,P00233×5|P00123×5|P00304×1|P00057×1|P00314×3,5,11568.69,Google Pay,Delivered,2
O0000300,U000832,2019-10-14 21:45:47,P00012×2|P00297×2|P00489×2,3,3249.64,Gift Card,Delivered,11
O0000301,U001013,2023-12-14 02:59:51,P00234×5,1,6980.55,Gift Card,Shipped,12
O0000302,U000942,2019-01-28 16:06:28,P00317×3|P00023×3|P00199×5,3,8922.8,Bank Transfer,Delivered,14
O0000303,U001948,2023-08-29 08:59:51,P00438×4,1,1380.44,PayPal,Delivered,4
O0000304,U000084,2024-01-28 23:03:31,P00472×5,1,696.6,Google Pay,Processing,
O0000305,U000568,2020-01-04 21:56:53,P00128×2|P00223×4,2,3922.18,Bank Transfer,Cancelled,
O0000306,U000169,2019-10-15 06:49:58,P00268×3|P00452×3|P00044×3|P00163×5,4,3534.09,Google Pay,Shipped,3
O0000307,U001555,2020-04-11 06:52:03,P00413×3|P00159×1,2,1059.98,Debit Card,Returned,2
O0000308,U000744,2021-01-13 02:04:10,P00391×1,1,598.19,Apple Pay,Delivered,8
O0000309,U000659,2024-03-01 12:49:35,P00295×5,1,6274.95,PayPal,Delivered,12
O0000310,U000560,2019-06-16 17:48:52,P00222×2|P00227×3|P00076×1|P00367×2,4,5921.93,Google Pay,Delivered,12
O0000311,U001577,2023-04-25 04:20:03,P00047×2|P00353×5,2,5980.93,Debit Card,Delivered,8
O0000312,U001222,2022-04-30 01:11:27,P00148×3|P00496×5|P00001×1|P00077×4,4,4998.13,Google Pay,Delivered,5
O0000313,U001411,2022-12-23 16:28:14,P00070×2,1,877.94,PayPal,Delivered,7
O0000314,U000639,2020-11-21 13:35:29,P00477×1,1,936.91,Apple Pay,Delivered,1
O0000315,U000604,2019-10-22 05:26:10,P00318×2,1,1435.02,Google Pay,Returned,9
O0000316,U001437,2019-12-28 00:09:15,P00282×2,1,2742.08,Credit Card,Shipped,13
O0000317,U001294,2022-05-20 05:55:05,P00178×1|P00290×4|P00010×5|P00147×2|P00341×2,5,6580.19,Credit Card,Delivered,1
O0000318,U000542,2019-06-17 02:17:05,P00013×2,1,1640.8,Google Pay,Delivered,9
O0000319,U000294,2025-02-25 13:04:55,P00016×2|P00046×2,2,4896.96,Debit Card,Cancelled,
O0000320,U001163,2019-08-02 06:27:04,P00474×1|P00322×3|P00219×5,3,6428.79,Debit Card,Delivered,12
O0000321,U000767,2022-08-27 01:08:00,P00377×2,1,793.8,PayPal,Delivered,14
O0000322,U001581,2021-08-27 12:37:25,P00468×3|P00499×2|P00387×2|P00133×4,4,5181.04,Credit Card,Delivered,7
O0000323,U000449,2019-03-20 03:33:34,P00154×3|P00197×2|P00423×1|P00495×3,4,6822.04,Credit Card,Delivered,8
O0000324,U001473,2021-08-18 10:13:41,P00321×3|P00105×2|P00494×3,3,7520.89,Debit Card,Delivered,9
O0000325,U001969,2022-06-27 07:18:43,P00252×3,1,2311.56,Debit Card,Delivered,13
O0000326,U000208,2024-09-06 23:00:01,P00065×4|P00423×1|P00235×5,3,6714.53,Apple Pay,Returned,7
O0000327,U001736,2022-04-18 16:38:23,P00415×4,1,2695.12,Bank Transfer,Cancelled,
O0000328,U001952,2021-05-07 16:40:13,P00067×4,1,2957.8,Google Pay,Returned,7
O0000329,U001746,2021-04-17 12:02:10,P00262×4|P00439×4,2,7488.88,PayPal,Processing,
O0000330,U001700,2023-12-02 08:18:27,P00082×3,1,2686.08,Debit Card,Delivered,1
O0000331,U000075,2019-12-05 04:40:30,P00478×5,1,4030.9,PayPal,Processing,
O0000332,U001159,2020-03-28 06:48:56,P00155×3|P00499×2,2,942.07,PayPal,Delivered,5
O0000333,U000110,2022-03-21 15:49:29,P00215×2,1,1629.26,Credit Card,Delivered,2
O0000334,U000689,2024-02-22 10:20:10,P00222×2|P00432×3|P00130×3,3,9476.94,PayPal,Shipped,10
O0000335,U001610,2022-05-26 17:30:42,P00497×3,1,1534.47,PayPal,Shipped,11
O0000336,U001677,2019-11-11 00:43:26,P00064×4,1,4177.88,Google Pay,Shipped,13
O0000337,U000401,2020-03-31 22:36:05,P00042×4|P00272×2,2,5128.46,Credit Card,Delivered,5
O0000338,U000462,2021-06-12 05:34:10,P00301×5,1,2437.25,Gift Card,Delivered,13
O0000339,U000367,2023-12-28 18:30:53,P00271×1|P00265×4|P00142×4,3,8577.61,Google Pay,Processing,
O0000340,U000532,2019-11-10 00:56:57,P00010×1|P00178×2|P00434×3|P00051×3,4,7485.55,Debit Card,Returned,4
O0000341,U001345,2020-08-02 09:33:40,P00043×1|P00411×4|P00372×1,3,2372.96,Credit Card,Delivered,5
O0000342,U001252,2021-01-14 18:37:47,P00271×5|P00218×4|P00003×1,3,3941.44,Credit Card,Delivered,1
O0000343,U000415,2020-09-18 11:41:54,P00358×5,1,5259.9,Apple Pay,Delivered,14
O0000344,U001213,2019-06-03 18:53:12,P00468×3|P00491×1,2,1608.68,Gift Card,Delivered,1
O0000345,U000430,2023-01-15 06:55:31,P00480×1,1,192.29,Debit Card,Processing,
O0000346,U001537,2024-01-07 02:46:18,P00383×5|P00051×4,2,2948.9,Gift Card,Processing,
O0000347,U000094,2022-04-20 07:55:43,P00054×3|P00453×5|P00323×1,3,6025.69,Debit Card,Cancelled,
O0000348,U001479,2024-07-06 07:26:20,P00051×4|P00298×5,2,7724.9,Bank Transfer,Delivered,6
O0000349,U001777,2024-05-07 06:14:59,P00005×4,1,1903.36,Debit Card,Delivered,6
O0000350,U000458,2025-01-02 23:45:45,P00085×2,1,2314.58,Apple Pay,Delivered,9
O0000351,U001083,2023-06-12 14:51:15,P00429×2|P00228×4,2,4767.78,Apple Pay,Shipped,10
O0000352,U001558,2022-12-24 20:45:05,P00117×1,1,1016.71,Apple Pay,Delivered,7
O0000353,U000057,2024-03-27 12:11:08,P00263×2|P00057×2,2,5379.92,Gift Card,Delivered,4
O0000354,U001387,2024-05-22 23:19:21,P00389×4|P00302×4,2,8190.64,PayPal,Returned,13
O0000355,U000248,2020-12-05 06:51:41,P00249×5|P00174×1,2,6253.82,Apple Pay,Delivered,1
O0000356,U000373,2025-02-23 15:29:17,P00281×3|P00008×4|P00345×5,3,9037.62,PayPal,Shipped,1
O0000357,U000031,2024-09-09 21:55:28,P00132×2,1,72.36,Debit Card,Cancelled,
O0000358,U000437,2020-01-13 14:48:14,P00494×4|P00096×5|P00084×4|P00497×5,4,18069.09,Credit Card,Delivered,6
O0000359,U001735,2023-01-06 22:47:13,P00204×4|P00342×3,2,894.67,Gift Card,Delivered,2
O0000360,U000895,2023-12-01 23:35:23,P00061×2|P00126×1,2,2074.76,PayPal,Processing,
O0000361,U000660,2022-06-17 04:13:37,P00060×2,1,703.84,Gift Card,Cancelled,
O0000362,U000796,2019-01-30 23:16:19,P00246×1,1,1935.03,PayPal,Delivered,14
O0000363,U001329,2020-05-01 08:31:27,P00133×1|P00458×5,2,873.57,Debit Card,Delivered,9
O0000364,U001773,2021-06-15 12:28:25,P00071×5,1,4464.15,PayPal,Delivered,2
O0000365,U000452,2019-11-29 20:42:28,P00155×1,1,135.81,Google Pay,Shipped,14
O0000366,U000032,2019-05-26 13:26:34,P00118×1,1,174.34,PayPal,Delivered,7
O0000367,U000976,2023-09-05 22:39:48,P00391×3|P00414×4|P00366×2,3,7513.41,Bank Transfer,Returned,4
O0000368,U001368,2021-08-20 16:42:04,P00315×1|P00442×3|P00169×1|P00120×1,4,2749.2,Credit Card,Delivered,13
O0000369,U000566,2023-03-05 04:35:32,P00216×5|P00133×4|P00394×1|P00080×3,4,5906.57,Gift Card,Delivered,8
O0000370,U000506,2019-12-12 09:13:09,P00165×1|P00382×4,2,2599.99,Gift Card,Delivered,8
O0000371,U000675,2022-03-02 02:58:50,P00069×5|P00120×1|P00304×3,3,4863.31,Apple Pay,Processing,
O0000372,U000742,2024-06-09 19:57:56,P00193×5,1,1534.85,Bank Transfer,Delivered,8
O0000373,U000330,2019-02-28 14:21:42,P00197×3,1,3163.56,Gift Card,Delivered,7
O0000374,U001554,2022-08-06 18:05:35,P00190×2|P00396×1|P00144×3,3,4074.55,Apple Pay,Processing,
O0000375,U000133,2022-12-02 07:43:38,P00014×5,1,7624.05,Gift Card,Delivered,8
O0000376,U000251,2021-03-29 21:32:04,P00413×5,1,22.85,Apple Pay,Processing,
O0000377,U001314,2019-07-10 03:30:35,P00247×3|P00341×3|P00371×2,3,2688.12,Apple Pay,Delivered,9
O0000378,U000033,2019-08-15 11:31:03,P00455×3|P00227×4|P00152×2,3,4350.87,Google Pay,Processing,
O0000379,U000786,2020-06-20 17:47:39,P00289×4,1,3932.32,Gift Card,Delivered,11
O0000380,U001082,2022-11-01 19:10:25,P00076×3,1,2468.88,Google Pay,Delivered,1
O0000381,U000919,2020-02-27 20:51:17,P00129×4,1,2953.08,Bank Transfer,Delivered,11
O0000382,U000424,2019-07-30 00:27:25,P00485×2,1,1806.18,Bank Transfer,Cancelled,
O0000383,U001932,2023-09-01 02:22:03,P00373×4,1,2687.92,Apple Pay,Returned,7
O0000384,U001417,2020-01-25 13:02:11,P00310×4,1,126.4,Google Pay,Delivered,12
O0000385,U001033,2024-09-18 06:40:24,P00311×3|P00027×5|P00209×5,3,10138.57,Gift Card,Shipped,7
O0000386,U001212,2024-11-25 22:33:10,P00091×2|P00030×3,2,2026.69,PayPal,Delivered,1
O0000387,U000711,2024-02-20 12:19:12,P00352×2|P00269×5|P00484×4,3,3300.31,Apple Pay,Processing,
O0000388,U001521,2021-10-14 02:37:00,P00464×4,1,2822.6,Apple Pay,Delivered,5
O0000389,U001591,2024-10-19 07:32:51,P00099×4,1,2288.52,PayPal,Shipped,8
O0000390,U000119,2022-12-10 15:37:29,P00257×3|P00305×3|P00452×2,3,2848.63,PayPal,Delivered,7
O0000391,U001742,2019-03-27 19:35:23,P00361×5,1,802.65,Gift Card,Delivered,5
O0000392,U000302,2022-06-04 08:11:27,P00245×4|P00108×2|P00441×2,3,8038.66,Debit Card,Shipped,1
O0000393,U001447,2024-06-22 04:13:25,P00484×1,1,332.44,Credit Card,Delivered,13
O0000394,U000154,2023-03-03 16:11:16,P00426×4|P00190×1|P00334×4,3,1963.37,Credit Card,Delivered,3
O0000395,U000118,2023-08-15 15:34:47,P00081×3|P00316×5|P00453×4,3,8328.77,PayPal,Delivered,10
O0000396,U001134,2020-06-29 22:44:18,P00192×4,1,2898.68,Gift Card,Cancelled,
O0000397,U001957,2020-07-10 15:58:21,P00107×4|P00300×5,2,9781.4,Debit Card,Delivered,13
O0000398,U001126,2021-04-06 20:55:00,P00456×3,1,3485.22,Apple Pay,Delivered,8
O0000399,U001698,2023-08-25 12:05:24,P00217×4,1,83.2,Credit Card,Delivered,8
O0000400,U001810,2019-09-07 17:56:43,P00010×4|P00472×1|P00111×3|P00413×1,4,5178.97,Debit Card,Delivered,1
O0000401,U000597,2022-07-07 23:33:24,P00107×3|P00095×3,2,6606.84,Debit Card,Processing,
O0000402,U000772,2022-09-30 19:14:59,P00437×4|P00058×4,2,1917.56,PayPal,Delivered,4
O0000403,U001876,2023-10-15 15:01:24,P00277×3|P00114×3,2,3513.99,Apple Pay,Delivered,1
O0000404,U000321,2023-09-05 22:04:53,P00316×5|P00374×2|P00314×5|P00419×2,4,7015.88,Bank Transfer,Delivered,3
O0000405,U000947,2023-08-08 13:46:47,P00389×5|P00253×1|P00093×4,3,6731.51,Debit Card,Cancelled,
O0000406,U000456,2021-07-16 07:10:24,P00025×4,1,1800.28,Google Pay,Returned,1
O0000407,U000257,2022-05-12 15:14:27,P00368×2|P00215×4|P00232×2,3,6187.22,Gift Card,Shipped,9
O0000408,U001320,2024-01-02 04:49:00,P00106×5,1,2867.85,Google Pay,Delivered,6
O0000409,U000048,2023-08-24 18:31:18,P00001×1|P00259×4,2,2898.25,Gift Card,Delivered,12
O0000410,U001015,2020-06-11 01:44:05,P00386×1|P00212×5|P00434×2|P00446×5|P00012×1,5,10362.99,Credit Card,Delivered,3
O0000411,U000382,2021-07-18 20:54:33,P00463×5|P00191×1|P00398×3,3,3549.29,Debit Card,Cancelled,
O0000412,U000531,2023-12-22 20:28:30,P00468×3|P00018×2,2,3129.62,Debit Card,Delivered,4
O0000413,U000423,2020-06-05 06:02:25,P00491×1,1,495.26,Credit Card,Delivered,3
O0000414,U001659,2021-10-26 13:50:16,P00334×1,1,198.44,Credit Card,Delivered,10
O0000415,U001812,2025-02-08 11:30:41,P00173×2|P00146×4|P00169×5,3,7750.06,Credit Card,Shipped,9
O0000416,U001666,2024-11-29 17:35:20,P00287×2|P00146×2,2,1544.7,Google Pay,Processing,
O0000417,U000395,2020-05-22 01:55:20,P00151×1|P00436×5|P00127×1|P00202×3,4,5200.68,Debit Card,Delivered,10
O0000418,U001530,2020-01-28 11:31:11,P00331×3|P00119×3|P00063×1,3,677.52,Gift Card,Processing,
O0000419,U000332,2024-02-03 07:14:14,P00030×5|P00228×5|P00400×5|P00171×2,4,15737.04,Gift Card,Delivered,1
O0000420,U000242,2023-03-23 07:14:03,P00496×4,1,2437.28,Credit Card,Delivered,8
O0000421,U000633,2019-07-23 16:59:40,P00143×2|P00082×5,2,4820.74,Apple Pay,Cancelled,
O0000422,U001587,2022-10-24 07:29:44,P00329×1|P00048×5|P00290×2|P00105×2,4,9317.39,Gift Card,Delivered,7
O0000423,U000915,2019-11-07 07:11:13,P00118×4,1,697.36,Debit Card,Delivered,3
O0000424,U001934,2021-05-01 12:06:05,P00487×5,1,4993.65,Debit Card,Delivered,11
O0000425,U001880,2019-11-16 15:42:27,P00197×1,1,1054.52,Debit Card,Cancelled,
O0000426,U001824,2020-12-11 03:18:45,P00062×5|P00230×2,2,4341.91,Google Pay,Delivered,11
O0000427,U001520,2020-03-02 23:25:02,P00463×2|P00138×1|P00162×1|P00448×3,4,1928.75,Debit Card,Delivered,12
O0000428,U000472,2021-04-21 16:11:57,P00182×2|P00006×1|P00163×5|P00049×1,4,5458.76,Gift Card,Delivered,5
O0000429,U000487,2022-10-04 01:19:13,P00026×4|P00265×2,2,6789.9,Google Pay,Delivered,5
O0000430,U000955,2024-11-21 06:53:08,P00065×2|P00192×2,2,3719.0,Gift Card,Shipped,2
O0000431,U001028,2021-03-01 07:22:34,P00363×3|P00420×5,2,3025.05,Bank Transfer,Shipped,13
O0000432,U000225,2019-01-24 01:32:53,P00377×4|P00475×4,2,2209.88,Google Pay,Delivered,1
O0000433,U000884,2023-11-21 03:52:23,P00196×2|P00425×2,2,4294.28,Debit Card,Delivered,10
O0000434,U001208,2024-04-02 12:58:24,P00221×3|P00182×4|P00049×5|P00184×3|P00447×4,5,15352.59,Debit Card,Cancelled,
O0000435,U000564,2021-11-02 06:48:31,P00267×3,1,2732.55,Gift Card,Shipped,12
O0000436,U001080,2023-08-10 08:06:46,P00425×3|P00379×4,2,5665.27,Gift Card,Delivered,12
O0000437,U001626,2020-06-18 01:52:26,P00208×3|P00404×4,2,2752.77,Google Pay,Delivered,8
O0000438,U000257,2022-01-30 23:26:31,P00399×3|P00087×3,2,4264.2,Debit Card,Delivered,2
O0000439,U001610,2020-05-09 01:41:14,P00087×3|P00285×1,2,3977.12,Gift Card,Delivered,13
O0000440,U000218,2024-08-24 00:10:52,P00181×2|P00374×3,2,4744.92,Apple Pay,Cancelled,
O0000441,U000916,2020-08-09 06:42:41,P00211×2,1,1505.24,PayPal,Delivered,11
O0000442,U000027,2020-06-10 16:51:13,P00485×3,1,2709.27,Debit Card,Processing,
O0000443,U000179,2020-06-27 17:10:38,P00294×1,1,526.5,Gift Card,Delivered,10
O0000444,U001439,2024-11-25 00:21:31,P00202×4|P00088×4,2,6402.56,Debit Card,Delivered,1
O0000445,U000538,2019-06-13 11:17:23,P00457×4|P00176×2|P00424×2|P00430×1,4,5760.9,PayPal,Returned,8
O0000446,U001713,2019-02-28 07:04:28,P00021×1,1,212.7,Google Pay,Shipped,1
O0000447,U001511,2022-02-25 20:02:42,P00295×5|P00113×2|P00126×2,3,8443.23,Google Pay,Processing,
O0000448,U000329,2019-10-18 22:45:47,P00238×2,1,329.86,Google Pay,Delivered,7
O0000449,U001746,2022-07-28 11:55:37,P00024×2,1,336.4,Google Pay,Returned,8
O0000450,U000996,2021-05-22 23:52:47,P00165×4|P00205×1,2,1057.34,Bank Transfer,Delivered,8
O0000451,U001999,2022-04-29 13:16:50,P00067×5,1,3697.25,Bank Transfer,Delivered,12
O0000452,U001924,2023-11-14 12:26:12,P00008×2,1,541.78,Apple Pay,Delivered,4
O0000453,U000556,2022-08-15 07:50:07,P00228×2,1,1258.1,Gift Card,Shipped,11
O0000454,U000228,2020-09-07 20:54:18,P00445×1,1,571.23,Credit Card,Processing,
O0000455,U001317,2019-10-17 10:01:37,P00317×2|P00133×2|P00145×1|P00365×4,4,5054.93,PayPal,Returned,6
O0000456,U000566,2020-09-02 21:36:04,P00148×4|P00060×4|P00469×5|P00384×3,4,5173.28,Apple Pay,Delivered,8
O0000457,U001948,2019-04-09 07:42:08,P00471×2,1,32.22,Bank Transfer,Delivered,13
O0000458,U000515,2019-05-20 19:39:33,P00093×1|P00320×4,2,6953.62,Apple Pay,Processing,
O0000459,U000672,2019-03-03 10:22:05,P00052×4|P00262×5|P00282×5|P00226×5,4,17044.28,Gift Card,Returned,4
O0000460,U000354,2019-05-08 22:19:57,P00094×5,1,1742.55,PayPal,Cancelled,
O0000461,U000449,2021-04-10 12:45:22,P00137×2,1,1735.24,Apple Pay,Delivered,4
O0000462,U000551,2021-11-07 13:23:20,P00400×4,1,6613.76,Google Pay,Processing,
O0000463,U001173,2019-02-03 11:50:06,P00292×3,1,1065.27,Gift Card,Delivered,13
O0000464,U001098,2022-03-21 23:01:47,P00116×4,1,2334.0,Debit Card,Processing,
O0000465,U001146,2022-12-23 19:33:52,P00144×4|P00353×3,2,6754.35,Google Pay,Delivered,2
O0000466,U001338,2019-01-10 23:34:17,P00491×5,1,2476.3,Debit Card,Delivered,14
O0000467,U000691,2021-04-12 09:19:52,P00161×3|P00247×2,2,5019.02,Apple Pay,Delivered,6
O0000468,U001598,2019-04-11 23:28:43,P00009×4|P00428×5,2,4782.07,Debit Card,Delivered,2
O0000469,U000537,2023-02-27 10:15:24,P00026×4|P00157×1,2,4500.62,Bank Transfer,Processing,
O0000470,U000602,2023-06-12 12:10:24,P00259×4,1,2684.44,Debit Card,Delivered,1
O0000471,U000812,2022-11-03 08:45:18,P00043×3|P00278×4|P00386×3,3,8699.04,Gift Card,Processing,
O0000472,U001836,2020-02-13 03:55:32,P00240×2,1,2115.88,Apple Pay,Shipped,7
O0000473,U001134,2022-02-16 12:54:19,P00462×1|P00494×5|P00401×3|P00035×5,4,15070.86,Bank Transfer,Shipped,12
O0000474,U001248,2020-04-08 09:37:57,P00481×2|P00031×5,2,5669.91,Bank Transfer,Delivered,14
O0000475,U000226,2021-08-15 03:01:25,P00265×4,1,6417.72,Bank Transfer,Delivered,11
O0000476,U001723,2021-01-03 19:26:45,P00198×4|P00011×1|P00149×3,3,8296.77,Gift Card,Delivered,1
O0000477,U000467,2022-08-12 19:48:52,P00228×2|P00137×1|P00469×4,3,3283.88,Debit Card,Delivered,8
O0000478,U001321,2019-03-11 03:18:58,P00109×1,1,1016.06,Apple Pay,Processing,
O0000479,U001123,2023-01-16 22:31:14,P00094×3|P00377×1|P00216×5|P00211×1,4,4854.0,Bank Transfer,Cancelled,
O0000480,U001580,2023-04-25 09:38:00,P00261×5|P00332×3,2,886.32,Debit Card,Delivered,11
O0000481,U001225,2020-09-29 16:15:57,P00024×3|P00199×2|P00242×5,3,5037.57,Debit Card,Delivered,12
O0000482,U001266,2019-03-16 18:49:06,P00258×3|P00388×1|P00247×3|P00205×5,4,8933.65,PayPal,Shipped,3
O0000483,U000285,2021-03-26 03:06:34,P00356×4|P00234×1|P00031×5,3,11423.8,Google Pay,Shipped,14
O0000484,U000823,2022-06-18 22:10:59,P00227×1|P00016×1,2,1642.79,Debit Card,Delivered,7
O0000485,U001563,2024-10-01 18:35:36,P00477×4,1,3747.64,Credit Card,Cancelled,
O0000486,U000393,2023-05-01 07:34:03,P00298×5|P00091×5|P00393×2|P00429×4,4,12423.02,Credit Card,Processing,
O0000487,U000246,2021-09-30 02:02:57,P00215×2|P00360×2,2,3906.98,Gift Card,Returned,8
O0000488,U000186,2019-01-19 21:02:41,P00469×3|P00473×5,2,5455.52,Gift Card,Delivered,5
O0000489,U000352,2020-05-05 01:34:46,P00150×5,1,5909.2,Bank Transfer,Delivered,9
O0000490,U001407,2021-01-07 14:13:25,P00121×5|P00498×1|P00453×1|P00045×3|P00346×3,5,11397.04,PayPal,Returned,13
O0000491,U001159,2019-03-25 05:09:49,P00215×2|P00231×1,2,1688.62,Google Pay,Returned,10
O0000492,U000697,2022-02-16 21:57:35,P00225×5|P00098×2|P00002×3,3,5216.78,Google Pay,Delivered,4
O0000493,U001150,2021-02-01 07:11:33,P00381×2|P00398×1|P00143×4|P00338×5,4,8290.59,Bank Transfer,Processing,
O0000494,U000229,2019-01-18 08:06:13,P00258×3,1,2318.49,Apple Pay,Delivered,11
O0000495,U000455,2024-06-27 13:35:12,P00176×1|P00453×1,2,2039.56,Gift Card,Delivered,7
O0000496,U001333,2025-02-23 09:23:36,P00452×5|P00396×1|P00298×3|P00472×1,4,5448.79,Gift Card,Shipped,4
